DB_ID,reference,DOI,site_id,date,year,site_description,catchment_name,compound,d13C_value_permil,d13C_uncertainty,d13C_uncertainty_unit,dD-CH4_value_permil,dD-CH4_uncertainty,dD-CH4_uncertainty_unit,pub_code_prefix,pub_code_number,F14C_value,F14C_value_uncertainity,F14C_value_uncertainity_unit,D14C_permil_value,D14C_permil_value_uncertainty,D14C_permil_value_uncertaint_unit,radiocarbon_age,radiocarbon_age_uncertainty,pH,latitude,longitude,country,hemisphere,Atm_14CO2,norm_F14C,water_type,method,comment,temperature_celsius,coordinate_flag,uncertainity flag,watershed_size_exact_km2,watershed_size_indicative_km2,size_class,catchment_area_km2,dis_m3_pyr,lka_pc_use,ele_mt_uav,slp_dg_uav,tmp_dc_uyr,pre_mm_uyr,ari_ix_uav,snw_pc_uyr,wet_pc_ug2,for_pc_use,crp_pc_use,pst_pc_use,ire_pc_use,gla_pc_use,prm_pc_use,cly_pc_uav,slt_pc_uav,snd_pc_uav,soc_th_uav,kar_pc_use,ero_kh_uav,urb_pc_use,hft_ix_u09,ele_mt_cav,tmp_dc_cyr,pre_mm_cyr,ari_ix_cav,snw_pc_cyr,wet_pc_cg2,for_pc_cse,crp_pc_cse,pst_pc_cse,ire_pc_cse,gla_pc_cse,prm_pc_cse,cly_pc_cav,slt_pc_cav,snd_pc_cav,soc_th_cav,kar_pc_cse,ero_kh_cav,urb_pc_cse,hft_ix_c09,gwt_cm_cav,tbi_cl_cmj,fmh_cl_cmj,lit_cl_cmj,DIC_conc
31,"Billett, M. and Garnett, M., (2010). Isotopic composition of carbon dioxide lost by evasion from surface water to the atmosphere: Methodological comparison of a direct and indirect approach. Limnology and Oceanography: Methods, 8(2), 45-53.",https://doi.org/10.4319/lom.2010.8.45,A10,2006-02-28,2006,Peatland Stream ,Black Burn,CO2,-22.5,0.1,permil,,,,SUERC,9963,0.9099,0.0040,1 sd,-96,7.9,permil,1072,35,5.87,55.79333,-3.244722,United Kingdom,N,1.0619,0.8568,Stream,Chamber evasion linked to zeolite molecular sieve,"gas flux method of correction applied, fm is chamber measured and age corrected using gas flux method ",1.4,C,A,3.4,3.4,small,6.4,0.139,0,267,14,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,267,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,84,4,5,5,
32,"Billett, M. and Garnett, M., (2010). Isotopic composition of carbon dioxide lost by evasion from surface water to the atmosphere: Methodological comparison of a direct and indirect approach. Limnology and Oceanography: Methods, 8(2), 45-53.",https://doi.org/10.4319/lom.2010.8.45,A10,2006-05-29,2006,Peatland Stream ,Black Burn,CO2,-22.2,0.1,permil,,,,SUERC,11221,0.8895,0.0039,1 sd,-117,7.7,permil,1052,35,6.37,55.79333,-3.244722,United Kingdom,N,1.0619,0.8376,Stream,Chamber evasion linked to zeolite molecular sieve,"gas flux method of correction applied, fm is chamber measured and age corrected using gas flux method ",10.1,C,A,3.4,3.4,small,6.4,0.139,0,267,14,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,267,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,84,4,5,5,
33,"Billett, M. and Garnett, M., (2010). Isotopic composition of carbon dioxide lost by evasion from surface water to the atmosphere: Methodological comparison of a direct and indirect approach. Limnology and Oceanography: Methods, 8(2), 45-53.",https://doi.org/10.4319/lom.2010.8.45,CHS,2006-04-19,2006,Peatland headwater,Cottage Hill Sike,CO2,-14.6,0.1,permil,,,,SUERC,10994,0.9403,0.0041,1 sd,-66,8.1,permil,671,35,4.20,54.45127927,-2.90065909,United Kingdom,N,1.0619,0.8855,Stream,Chamber evasion linked to zeolite molecular sieve,"gas flux method of correction applied, fm is chamber measured and age corrected using gas flux method ",6.5,C,A,0.2,0.2,small,4.6,0.145,0,407,192,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,407,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,647,4,7,6,
34,"Billett, M. and Garnett, M., (2010). Isotopic composition of carbon dioxide lost by evasion from surface water to the atmosphere: Methodological comparison of a direct and indirect approach. Limnology and Oceanography: Methods, 8(2), 45-53.",https://doi.org/10.4319/lom.2010.8.45,CHS,2006-07-27,2006,Peatland headwater,Cottage Hill Sike,CO2,-17.8,0.1,permil,,,,SUERC,11717,0.9362,0.0041,1 sd,-70,8.1,permil,570,35,5.59,54.45127927,-2.90065909,United Kingdom,N,1.0619,0.8816,Stream,Chamber evasion linked to zeolite molecular sieve,"gas flux method of correction applied, fm is chamber measured and age corrected using gas flux method ",19.9,C,A,0.2,0.2,small,4.6,0.145,0,407,192,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,407,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,647,4,7,6,
35,"Billett, M., Dinsmore, K., Smart, R., Garnett, M., Holden, J., Chapman, P., Baird, A., Grayson, R. and Stott, A., (2012). Variable source and age of different forms of carbon released from natural peatland pipes. Journal of Geophysical Research: Biogeosciences, 117(G2), pp.1-16.",https://doi.org/10.1029/2011JG001807,P3,2009-08-19,2009,Natural peat pipe,Cottage Hill Sike,CO2,-24.3,0.1,permil,,,,SUERC,26041,1.0707,0.0049,1 sd,63,9.7,permil,modern,,,54.45127927,-2.90065909,United Kingdom,N,1.0508,1.0190,Stream,Chamber evasion linked to zeolite molecular sieve,,,C,A,,0.01,small,4.6,0.145,0,407,192,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,407,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,647,4,7,6,
36,"Billett, M., Dinsmore, K., Smart, R., Garnett, M., Holden, J., Chapman, P., Baird, A., Grayson, R. and Stott, A., (2012). Variable source and age of different forms of carbon released from natural peatland pipes. Journal of Geophysical Research: Biogeosciences, 117(G2), pp.1-16.",https://doi.org/10.1029/2011JG001807,P3,2009-08-20,2009,Natural peat pipe,Cottage Hill Sike,CO2,-24.9,0.1,permil,,,,SUERC,26042,1.0903,0.0051,1 sd,83,10.1,permil,modern,,,54.45127927,-2.90065909,United Kingdom,N,1.0508,1.0376,Stream,Chamber evasion linked to zeolite molecular sieve,,,C,A,,0.01,small,4.6,0.145,0,407,192,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,407,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,647,4,7,6,
37,"Billett, M., Dinsmore, K., Smart, R., Garnett, M., Holden, J., Chapman, P., Baird, A., Grayson, R. and Stott, A., (2012). Variable source and age of different forms of carbon released from natural peatland pipes. Journal of Geophysical Research: Biogeosciences, 117(G2), pp.1-16.",https://doi.org/10.1029/2011JG001807,P3,2009-08-20,2009,Natural peat pipe,Cottage Hill Sike,CO2,-25.0,0.1,permil,,,,SUERC,26043,1.0877,0.0051,1 sd,80,10.1,permil,modern,,,54.45127927,-2.90065909,United Kingdom,N,1.0508,1.0352,Stream,Chamber evasion linked to zeolite molecular sieve,,,C,A,,0.01,small,4.6,0.145,0,407,192,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,407,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,647,4,7,6,
38,"Billett, M., Dinsmore, K., Smart, R., Garnett, M., Holden, J., Chapman, P., Baird, A., Grayson, R. and Stott, A., (2012). Variable source and age of different forms of carbon released from natural peatland pipes. Journal of Geophysical Research: Biogeosciences, 117(G2), pp.1-16.",https://doi.org/10.1029/2011JG001807,P6,2009-08-19,2009,Natural peat pipe,Cottage Hill Sike,CO2,-2.1,0.1,permil,,,,SUERC,26044,0.9028,0.0043,1 sd,-104,8.5,permil,822,38,,54.45127927,-2.90065909,United Kingdom,N,1.0508,0.8592,Stream,Chamber evasion linked to zeolite molecular sieve,,,C,A,,0.005,small,4.6,0.145,0,407,192,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,407,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,647,4,7,6,
39,"Billett, M., Dinsmore, K., Smart, R., Garnett, M., Holden, J., Chapman, P., Baird, A., Grayson, R. and Stott, A., (2012). Variable source and age of different forms of carbon released from natural peatland pipes. Journal of Geophysical Research: Biogeosciences, 117(G2), pp.1-16.",https://doi.org/10.1029/2011JG001807,P6,2009-08-20,2009,Natural peat pipe,Cottage Hill Sike,CO2,-3.1,0.1,permil,,,,SUERC,26045,0.9082,0.0041,1 sd,-98,8.1,permil,774,36,,54.45127927,-2.90065909,United Kingdom,N,1.0508,0.8643,Stream,Chamber evasion linked to zeolite molecular sieve,,,C,A,,0.005,small,4.6,0.145,0,407,192,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,407,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,647,4,7,6,
40,"Billett, M., Dinsmore, K., Smart, R., Garnett, M., Holden, J., Chapman, P., Baird, A., Grayson, R. and Stott, A., (2012). Variable source and age of different forms of carbon released from natural peatland pipes. Journal of Geophysical Research: Biogeosciences, 117(G2), pp.1-16.",https://doi.org/10.1029/2011JG001807,P6,2009-08-20,2009,Natural peat pipe,Cottage Hill Sike,CO2,-5.0,0.1,permil,,,,SUERC,26048,0.9172,0.0043,1 sd,-89,8.5,permil,694,38,,54.45127927,-2.90065909,United Kingdom,N,1.0508,0.8729,Stream,Chamber evasion linked to zeolite molecular sieve,,,C,A,,0.005,small,4.6,0.145,0,407,192,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,407,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,647,4,7,6,
41,"Billett, M., Dinsmore, K., Smart, R., Garnett, M., Holden, J., Chapman, P., Baird, A., Grayson, R. and Stott, A., (2012). Variable source and age of different forms of carbon released from natural peatland pipes. Journal of Geophysical Research: Biogeosciences, 117(G2), pp.1-16.",https://doi.org/10.1029/2011JG001807,CHS,2009-08-19,2009,Peatland Stream,Cottage Hill Sike,CO2,-19.3,0.1,permil,,,,SUERC,26049,0.9655,0.0045,1 sd,-41,8.9,permil,282,37,,54.45127927,-2.90065909,United Kingdom,N,1.0508,0.9189,Stream,Chamber evasion linked to zeolite molecular sieve,,,C,A,0.2,0.2,small,4.6,0.145,0,407,192,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,407,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,647,4,7,6,
42,"Billett, M., Dinsmore, K., Smart, R., Garnett, M., Holden, J., Chapman, P., Baird, A., Grayson, R. and Stott, A., (2012). Variable source and age of different forms of carbon released from natural peatland pipes. Journal of Geophysical Research: Biogeosciences, 117(G2), pp.1-16.",https://doi.org/10.1029/2011JG001807,CHS,2009-08-20,2009,Peatland Stream,Cottage Hill Sike,CO2,-18.7,0.1,permil,,,,SUERC,26050,0.9879,0.0045,1 sd,-19,8.9,permil,98,37,,54.45127927,-2.90065909,United Kingdom,N,1.0508,0.9402,Stream,Chamber evasion linked to zeolite molecular sieve,,,C,A,0.2,0.2,small,4.6,0.145,0,407,192,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,407,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,647,4,7,6,
43,"Billett, M., Dinsmore, K., Smart, R., Garnett, M., Holden, J., Chapman, P., Baird, A., Grayson, R. and Stott, A., (2012). Variable source and age of different forms of carbon released from natural peatland pipes. Journal of Geophysical Research: Biogeosciences, 117(G2), pp.1-16.",https://doi.org/10.1029/2011JG001807,CHS,2009-08-20,2009,Peatland Stream,Cottage Hill Sike,CO2,-18.7,0.1,permil,,,,SUERC,26051,0.9973,0.0043,1 sd,-10,8.5,permil,21,35,,54.45127927,-2.90065909,United Kingdom,N,1.0508,0.9491,Stream,Chamber evasion linked to zeolite molecular sieve,,,C,A,0.2,0.2,small,4.6,0.145,0,407,192,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,407,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,647,4,7,6,
44,"Billett, M., Dinsmore, K., Smart, R., Garnett, M., Holden, J., Chapman, P., Baird, A., Grayson, R. and Stott, A., (2012). Variable source and age of different forms of carbon released from natural peatland pipes. Journal of Geophysical Research: Biogeosciences, 117(G2), pp.1-16.",https://doi.org/10.1029/2011JG001807,P3,2009-11-16,2009,Natural peat pipe,Cottage Hill Sike,CO2,-21.3,0.1,permil,,,,SUERC,28149,1.0640,0.0050,1 sd,56,9.9,permil,modern,,,54.45127927,-2.90065909,United Kingdom,N,1.0508,1.0126,Stream,Chamber evasion linked to zeolite molecular sieve,,,C,A,,0.01,small,4.6,0.145,0,407,192,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,407,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,647,4,7,6,
45,"Billett, M., Dinsmore, K., Smart, R., Garnett, M., Holden, J., Chapman, P., Baird, A., Grayson, R. and Stott, A., (2012). Variable source and age of different forms of carbon released from natural peatland pipes. Journal of Geophysical Research: Biogeosciences, 117(G2), pp.1-16.",https://doi.org/10.1029/2011JG001807,P3,2009-11-17,2009,Natural peat pipe,Cottage Hill Sike,CO2,-18.6,0.1,permil,,,,SUERC,28150,1.0667,0.0050,1 sd,59,9.9,permil,modern,,,54.45127927,-2.90065909,United Kingdom,N,1.0508,1.0152,Stream,Chamber evasion linked to zeolite molecular sieve,,,C,A,,0.01,small,4.6,0.145,0,407,192,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,407,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,647,4,7,6,
46,"Billett, M., Dinsmore, K., Smart, R., Garnett, M., Holden, J., Chapman, P., Baird, A., Grayson, R. and Stott, A., (2012). Variable source and age of different forms of carbon released from natural peatland pipes. Journal of Geophysical Research: Biogeosciences, 117(G2), pp.1-16.",https://doi.org/10.1029/2011JG001807,P3,2009-11-17,2009,Natural peat pipe,Cottage Hill Sike,CO2,-21.3,0.1,permil,,,,SUERC,28151,1.0455,0.0047,1 sd,38,9.3,permil,modern,,,54.45127927,-2.90065909,United Kingdom,N,1.0508,0.9950,Stream,Chamber evasion linked to zeolite molecular sieve,,,C,A,,0.01,small,4.6,0.145,0,407,192,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,407,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,647,4,7,6,
47,"Billett, M., Dinsmore, K., Smart, R., Garnett, M., Holden, J., Chapman, P., Baird, A., Grayson, R. and Stott, A., (2012). Variable source and age of different forms of carbon released from natural peatland pipes. Journal of Geophysical Research: Biogeosciences, 117(G2), pp.1-16.",https://doi.org/10.1029/2011JG001807,P3,2009-11-18,2009,Natural peat pipe,Cottage Hill Sike,CO2,-16.9,0.1,permil,,,,SUERC,28152,1.0644,0.0050,1 sd,57,9.9,permil,modern,,,54.45127927,-2.90065909,United Kingdom,N,1.0508,1.0130,Stream,Chamber evasion linked to zeolite molecular sieve,,,C,A,,0.01,small,4.6,0.145,0,407,192,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,407,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,647,4,7,6,
48,"Billett, M., Dinsmore, K., Smart, R., Garnett, M., Holden, J., Chapman, P., Baird, A., Grayson, R. and Stott, A., (2012). Variable source and age of different forms of carbon released from natural peatland pipes. Journal of Geophysical Research: Biogeosciences, 117(G2), pp.1-16.",https://doi.org/10.1029/2011JG001807,P6,2009-11-16,2009,Natural peat pipe,Cottage Hill Sike,CO2,-6.9,0.1,permil,,,,SUERC,28160,0.9408,0.0041,1 sd,-66,8.1,permil,490,35,,54.45127927,-2.90065909,United Kingdom,N,1.0508,0.8954,Stream,Chamber evasion linked to zeolite molecular sieve,,,C,A,,0.005,small,4.6,0.145,0,407,192,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,407,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,647,4,7,6,
49,"Billett, M., Dinsmore, K., Smart, R., Garnett, M., Holden, J., Chapman, P., Baird, A., Grayson, R. and Stott, A., (2012). Variable source and age of different forms of carbon released from natural peatland pipes. Journal of Geophysical Research: Biogeosciences, 117(G2), pp.1-16.",https://doi.org/10.1029/2011JG001807,P6,2009-11-17,2009,Natural peat pipe,Cottage Hill Sike,CO2,-13.8,0.1,permil,,,,SUERC,28161,1.0180,0.0044,1 sd,11,8.7,permil,modern,,,54.45127927,-2.90065909,United Kingdom,N,1.0508,0.9688,Stream,Chamber evasion linked to zeolite molecular sieve,,,C,A,,0.005,small,4.6,0.145,0,407,192,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,407,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,647,4,7,6,
50,"Billett, M., Dinsmore, K., Smart, R., Garnett, M., Holden, J., Chapman, P., Baird, A., Grayson, R. and Stott, A., (2012). Variable source and age of different forms of carbon released from natural peatland pipes. Journal of Geophysical Research: Biogeosciences, 117(G2), pp.1-16.",https://doi.org/10.1029/2011JG001807,P6,2009-11-17,2009,Natural peat pipe,Cottage Hill Sike,CO2,-14.8,0.1,permil,,,,SUERC,28162,0.9748,0.0045,1 sd,-32,8.9,permil,205,37,,54.45127927,-2.90065909,United Kingdom,N,1.0508,0.9277,Stream,Chamber evasion linked to zeolite molecular sieve,,,C,A,,0.005,small,4.6,0.145,0,407,192,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,407,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,647,4,7,6,
51,"Billett, M., Dinsmore, K., Smart, R., Garnett, M., Holden, J., Chapman, P., Baird, A., Grayson, R. and Stott, A., (2012). Variable source and age of different forms of carbon released from natural peatland pipes. Journal of Geophysical Research: Biogeosciences, 117(G2), pp.1-16.",https://doi.org/10.1029/2011JG001807,P6,2009-11-18,2009,Natural peat pipe,Cottage Hill Sike,CO2,-15.8,0.1,permil,,,,SUERC,28163,1.0410,0.0045,1 sd,34,8.9,permil,modern,,,54.45127927,-2.90065909,United Kingdom,N,1.0508,0.9907,Stream,Chamber evasion linked to zeolite molecular sieve,,,C,A,,0.005,small,4.6,0.145,0,407,192,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,407,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,647,4,7,6,
52,"Billett, M., Dinsmore, K., Smart, R., Garnett, M., Holden, J., Chapman, P., Baird, A., Grayson, R. and Stott, A., (2012). Variable source and age of different forms of carbon released from natural peatland pipes. Journal of Geophysical Research: Biogeosciences, 117(G2), pp.1-16.",https://doi.org/10.1029/2011JG001807,P8,2009-11-17,2009,Natural peat pipe,Cottage Hill Sike,CO2,-18.5,0.1,permil,,,,SUERC,28166,1.0594,0.0050,1 sd,52,9.9,permil,modern,,,54.45127927,-2.90065909,United Kingdom,N,1.0508,1.0082,Stream,Chamber evasion linked to zeolite molecular sieve,,,C,A,,0.01,small,4.6,0.145,0,407,192,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,407,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,647,4,7,6,
53,"Billett, M., Dinsmore, K., Smart, R., Garnett, M., Holden, J., Chapman, P., Baird, A., Grayson, R. and Stott, A., (2012). Variable source and age of different forms of carbon released from natural peatland pipes. Journal of Geophysical Research: Biogeosciences, 117(G2), pp.1-16.",https://doi.org/10.1029/2011JG001807,CHS,2009-11-16,2009,Peatland Stream,Cottage Hill Sike,CO2,-19.1,0.1,permil,,,,SUERC,28153,0.9662,0.0045,1 sd,-41,8.9,permil,276,38,,54.45127927,-2.90065909,United Kingdom,N,1.0508,0.9195,Stream,Chamber evasion linked to zeolite molecular sieve,,,C,A,0.2,0.2,small,4.6,0.145,0,407,192,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,407,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,647,4,7,6,
54,"Billett, M., Dinsmore, K., Smart, R., Garnett, M., Holden, J., Chapman, P., Baird, A., Grayson, R. and Stott, A., (2012). Variable source and age of different forms of carbon released from natural peatland pipes. Journal of Geophysical Research: Biogeosciences, 117(G2), pp.1-16.",https://doi.org/10.1029/2011JG001807,CHS,2009-11-16,2009,Peatland Stream,Cottage Hill Sike,CO2,-17.5,0.1,permil,,,,SUERC,28156,0.9762,0.0046,1 sd,-31,9.1,permil,193,38,,54.45127927,-2.90065909,United Kingdom,N,1.0508,0.9291,Stream,Chamber evasion linked to zeolite molecular sieve,,,C,A,0.2,0.2,small,4.6,0.145,0,407,192,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,407,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,647,4,7,6,
55,"Billett, M., Dinsmore, K., Smart, R., Garnett, M., Holden, J., Chapman, P., Baird, A., Grayson, R. and Stott, A., (2012). Variable source and age of different forms of carbon released from natural peatland pipes. Journal of Geophysical Research: Biogeosciences, 117(G2), pp.1-16.",https://doi.org/10.1029/2011JG001807,CHS,2009-11-16,2009,Peatland Stream,Cottage Hill Sike,CO2,-17.9,0.1,permil,,,,SUERC,28157,1.0069,0.0044,1 sd,0,8.7,permil,modern,,,54.45127927,-2.90065909,United Kingdom,N,1.0508,0.9583,Stream,Chamber evasion linked to zeolite molecular sieve,,,C,A,0.2,0.2,small,4.6,0.145,0,407,192,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,407,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,647,4,7,6,
56,"Billett, M., Dinsmore, K., Smart, R., Garnett, M., Holden, J., Chapman, P., Baird, A., Grayson, R. and Stott, A., (2012). Variable source and age of different forms of carbon released from natural peatland pipes. Journal of Geophysical Research: Biogeosciences, 117(G2), pp.1-16.",https://doi.org/10.1029/2011JG001807,CHS,2009-11-17,2009,Peatland Stream,Cottage Hill Sike,CO2,-17.8,0.1,permil,,,,SUERC,28158,0.9825,0.0043,1 sd,-24,8.5,permil,142,35,,54.45127927,-2.90065909,United Kingdom,N,1.0508,0.9350,Stream,Chamber evasion linked to zeolite molecular sieve,,,C,A,0.2,0.2,small,4.6,0.145,0,407,192,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,407,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,647,4,7,6,
57,"Billett, M., Dinsmore, K., Smart, R., Garnett, M., Holden, J., Chapman, P., Baird, A., Grayson, R. and Stott, A., (2012). Variable source and age of different forms of carbon released from natural peatland pipes. Journal of Geophysical Research: Biogeosciences, 117(G2), pp.1-16.",https://doi.org/10.1029/2011JG001807,CHS,2009-11-18,2009,Peatland Stream,Cottage Hill Sike,CO2,-14.1,0.1,permil,,,,SUERC,28159,0.9768,0.0043,1 sd,-30,8.5,permil,188,35,,54.45127927,-2.90065909,United Kingdom,N,1.0508,0.9296,Stream,Chamber evasion linked to zeolite molecular sieve,,,C,A,0.2,0.2,small,4.6,0.145,0,407,192,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,407,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,647,4,7,6,
58,"Billett, M., Garnett, M. and Hardie, S., (2006). A Direct Method to Measure 14CO2 Lost by Evasion from Surface Waters. Radiocarbon, 48(1), pp.61-68.",https://doi.org/10.1017/S0033822200035396,5A,2004-08-13,2004,Peatland Stream ,Black Burn,CO2,-21.0,0.1,permil,,,,SUERC,5930,0.8344,0.0030,1 sd,-171,6.0,permil,1454,29,,55.79333,-3.244722,United Kingdom,N,1.0690,0.7806,Stream,Chamber evasion linked to zeolite molecular sieve,,,C,A,,3,small,6.4,0.139,0,267,14,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,267,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,84,4,5,5,
59,"Billett, M., Garnett, M. and Hardie, S., (2006). A Direct Method to Measure 14CO2 Lost by Evasion from Surface Waters. Radiocarbon, 48(1), pp.61-68.",https://doi.org/10.1017/S0033822200035396,5A,2004-08-14,2004,Peatland Stream ,Black Burn,CO2,-21.1,0.1,permil,,,,SUERC,5933,0.8356,0.0030,1 sd,-170,6.0,permil,1443,29,,55.79333,-3.244722,United Kingdom,N,1.0690,0.7817,Stream,Chamber evasion linked to zeolite molecular sieve,,,C,A,,3,small,6.4,0.139,0,267,14,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,267,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,84,4,5,5,
